setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,1003.198,34.701,0.542,6.336092368365158e+16,1.2886338865055758,4.0
1,1000.1511,34.807,0.544,6.324600182459597e+16,1.2437335647204344,4.0
2,1003.4638,34.692,0.542,6.326952384253133e+16,1.2686258440508562,4.0
3,1004.7995,34.646,0.541,6.338612584572518e+16,1.2486941831953384,4.0
4,1003.2017,34.701,0.542,6.320971071120998e+16,1.2564097660429336,4.0
5,1008.0941,34.532,0.54,6.356791744148275e+16,1.2121053145212286,4.0
6,1004.2564,34.664,0.542,6.346710879318835e+16,1.2705999994102646,4.0
7,1005.803,34.611,0.541,6.332127228198912e+16,1.250951035934336,4.0
8,1002.3174,34.732,0.543,6.319122912568934e+16,1.2751807219841902,4.0
9,1002.9003,34.711,0.542,6.308571607380787e+16,1.276186869424932,4.0
