setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,4652.4861,15.066,0.235,2.983613401839698e+17,1.3354916118440174,3.987220447284345
1,4657.0172,15.052,0.234,2.991543682172191e+17,1.3021150058879083,3.987220447284345
2,4668.7847,15.014,0.234,2.9924442394302874e+17,1.3066938002030928,3.987220447284345
3,4660.7951,15.039,0.234,2.98825059966124e+17,1.3061656331841325,3.987220447284345
4,4673.241,14.999,0.234,2.994715794305188e+17,1.3053440650304158,3.987220447284345
5,4661.5143,15.037,0.234,2.987914570833592e+17,1.2994353631477216,3.987220447284345
6,4663.5699,15.031,0.234,2.992296386746122e+17,1.2959217737009237,3.987220447284345
7,4669.7084,15.011,0.234,2.990333978392658e+17,1.2938203043116754,3.987220447284345
8,4657.736,15.049,0.234,2.990105478789857e+17,1.3170290325150822,3.987220447284345
9,4661.8741,15.036,0.234,2.989661920737362e+17,1.2943215003380408,3.987220447284345
