setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,1036.5566,33.584,0.525,6.336092368365158e+16,1.4231952358694637,4.0
1,1028.3472,33.852,0.529,6.324600182459597e+16,1.3386306166648865,4.0
2,1030.0011,33.798,0.528,6.326952384253133e+16,1.3586982216905146,4.0
3,1025.0653,33.961,0.531,6.338612584572518e+16,1.3753349220051485,4.0
4,1027.9919,33.864,0.529,6.320971071120998e+16,1.3827113868559109,4.0
5,1032.6783,33.71,0.527,6.356791744148275e+16,1.2959799635059692,4.0
6,1024.0411,33.995,0.531,6.346710879318835e+16,1.3558013526832355,4.0
7,1030.2862,33.789,0.528,6.332127228198912e+16,1.358693258727298,4.0
8,1027.4841,33.881,0.529,6.319122912568934e+16,1.3457947899313534,4.0
9,1021.2792,34.087,0.533,6.308571607380787e+16,1.3527238491703482,4.0
