setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,2115.8893,17.286,0.27,1.5424798481291674e+17,1.2947272570816788,4.0
1,2129.2745,17.178,0.269,1.5500606584809062e+17,1.2125466886933867,4.0
2,2125.7364,17.206,0.269,1.5449799026068685e+17,1.2105557985239095,4.0
3,2115.8744,17.286,0.27,1.5373722099489178e+17,1.2081276603511997,4.0
4,2114.5821,17.297,0.271,1.54704984018518e+17,1.2789762903760362,4.0
5,2112.5417,17.314,0.271,1.5412432620434227e+17,1.1819605043718031,4.0
6,2114.5844,17.297,0.271,1.5476950155342643e+17,1.2114012174673014,4.0
7,2115.1682,17.292,0.27,1.546404664836096e+17,1.2478911943368978,4.0
8,2117.1734,17.276,0.27,1.5479638385963827e+17,1.204235427029483,4.0
9,2110.9313,17.327,0.271,1.53901203062784e+17,1.224927325348754,4.0
