setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,1434.0233,24.276,0.379,9.793291358738842e+16,1.2036069925217068,4.0
1,1423.5011,24.455,0.382,9.764056850733466e+16,1.147765350254143,4.0
2,1429.8483,24.347,0.38,9.77339845214208e+16,1.165779817630263,4.0
3,1429.6586,24.35,0.381,9.781295129591808e+16,1.1529687134658588,4.0
4,1432.7291,24.298,0.38,9.77759881248768e+16,1.2108230170081644,4.0
5,1429.6763,24.35,0.381,9.789830261814067e+16,1.1187615885454065,4.0
6,1429.0508,24.36,0.381,9.777027563480678e+16,1.1947051185895414,4.0
7,1428.9303,24.362,0.381,9.779648588336333e+16,1.1469271730850725,4.0
8,1438.1238,24.207,0.378,9.768794857203302e+16,1.1269939936259215,4.0
9,1425.2993,24.424,0.382,9.748028275654656e+16,1.1381644873934633,4.0
