setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,13769.1278,7.372,0.461,7.601129026887352e+17,0.7306765426152291,4.0
1,13785.8197,7.363,0.46,7.596559045526815e+17,0.716543989328839,4.0
2,13774.3965,7.369,0.461,7.606008154045809e+17,0.7161187661100005,4.0
3,13740.3807,7.387,0.462,7.599717709114245e+17,0.7137534562005071,4.0
4,13750.0687,7.382,0.461,7.619261099991368e+17,0.7245623145398096,4.0
5,13733.2078,7.391,0.462,7.615040587793695e+17,0.7048748181416438,4.0
6,13704.4578,7.407,0.463,7.603373694202675e+17,0.7201414388636171,4.0
7,13738.6614,7.388,0.462,7.621949324321096e+17,0.7133731926224121,4.0
8,13724.3791,7.396,0.462,7.610121137270292e+17,0.7194468482746302,4.0
9,13751.6291,7.381,0.461,7.614368531711263e+17,0.7164294001133115,4.0
