setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,13745.9605,7.384,0.462,7.601129026887352e+17,0.7194599023683074,4.0
1,13752.801,7.381,0.461,7.596559045526815e+17,0.7340825531551847,4.0
2,13764.341,7.374,0.461,7.606008154045809e+17,0.7137653910347072,4.0
3,13752.367,7.381,0.461,7.599717709114245e+17,0.7089440915052406,4.0
4,13792.2754,7.359,0.46,7.619261099991368e+17,0.7235634331444624,4.0
5,13782.8835,7.364,0.46,7.615040587793695e+17,0.7140076098045215,4.0
6,13757.8886,7.378,0.461,7.603373694202675e+17,0.7154652470297651,4.0
7,13788.2181,7.362,0.46,7.621949324321096e+17,0.7106372111983137,4.0
8,13778.0309,7.367,0.46,7.610121137270292e+17,0.7132167022435693,4.0
9,13766.5396,7.373,0.461,7.614368531711263e+17,0.7146843075752258,4.0
