setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,1181.5939,29.736,0.464,7.91845211775959e+16,1.3021641003824498,3.9927140255009106
1,1179.1786,29.797,0.465,7.902860380156723e+16,1.202838611428755,3.9927140255009106
2,1179.0192,29.801,0.465,7.898559211162829e+16,1.229647541568227,3.9927140255009106
3,1174.8881,29.906,0.466,7.909849779771802e+16,1.300502691825811,3.9927140255009106
4,1180.6993,29.759,0.464,7.898559211162829e+16,1.3175114593366637,3.9927140255009106
5,1178.8804,29.805,0.465,7.912538010392986e+16,1.1640944863757947,3.9927140255009106
6,1177.6408,29.836,0.465,7.895870980541645e+16,1.2479843083959425,3.9927140255009106
7,1181.2052,29.746,0.464,7.917376825511117e+16,1.2555402212769446,3.9927140255009106
8,1179.9565,29.777,0.464,7.890494519299277e+16,1.2482981890657523,3.9927140255009106
9,1177.3509,29.843,0.465,7.895333334417408e+16,1.19111977963552,3.9927140255009106
