setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,5087.9368,13.777,0.215,3.292746482122752e+17,1.2828865487933596,3.987220447284345
1,5087.6793,13.778,0.215,3.2990503829294285e+17,1.2776922786628806,3.987220447284345
2,5088.4554,13.775,0.215,3.301200967426376e+17,1.307426454383375,3.987220447284345
3,5098.8349,13.747,0.214,3.2961739761647616e+17,1.2456524354634269,3.987220447284345
4,5124.2505,13.679,0.213,3.303445639995064e+17,1.3124528734675258,3.987220447284345
5,5097.4349,13.751,0.214,3.296980445351117e+17,1.2906106548868257,3.987220447284345
6,5109.8245,13.718,0.214,3.301980554306519e+17,1.259959802522764,3.987220447284345
7,5119.1676,13.693,0.213,3.299319205991547e+17,1.3420644592452835,3.987220447284345
8,5103.3179,13.735,0.214,3.299426735216394e+17,1.3423614912417345,3.987220447284345
9,5105.5502,13.729,0.214,3.2990503829294285e+17,1.2810244254576855,3.987220447284345
