setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,4988.9201,14.043,0.219,3.2717345995299226e+17,1.1252064066273826,3.989041095890411
1,4976.2461,14.079,0.219,3.271459055891251e+17,1.1066337592435844,3.989041095890411
2,4975.2151,14.082,0.219,3.265998587441971e+17,1.1264956211432433,3.989041095890411
3,4975.7704,14.08,0.219,3.261230338377646e+17,1.0927868415584494,3.989041095890411
4,4978.9192,14.071,0.219,3.264973699517645e+17,1.133361238481361,3.989041095890411
5,4974.0378,14.085,0.22,3.261358029332152e+17,1.1054024875382364,3.989041095890411
6,4976.6487,14.078,0.219,3.2685759285500314e+17,1.0683868471737747,3.989041095890411
7,4985.278,14.053,0.219,3.268740582675579e+17,1.0998767011768216,3.989041095890411
8,4975.1403,14.082,0.219,3.2644965385823846e+17,1.1336210660445385,3.989041095890411
9,4970.6035,14.095,0.22,3.26775601821057e+17,1.1065477549811422,3.989041095890411
