setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,1675.982,20.771,0.325,1.0565283987377357e+17,1.0251976891475565,4.0
1,1803.7244,19.3,0.302,1.0545155860601242e+17,1.0080870657282717,4.0
2,1746.76,19.929,0.311,1.0551271585264435e+17,1.0400788538596208,4.0
3,1923.3856,18.099,0.283,1.0570458831323136e+17,1.0726167436908274,4.0
4,1693.2715,20.559,0.321,1.055873142523822e+17,1.034747285001418,4.0
5,1750.6027,19.886,0.311,1.05746927945515e+17,0.9714294825406635,4.0
6,1741.6111,19.988,0.312,1.0557084883982746e+17,1.0169658104286474,4.0
7,1678.8311,20.736,0.324,1.0562394139459584e+17,0.9858764208414975,4.0
8,1690.6643,20.591,0.322,1.0552649303457792e+17,0.9536880324868595,4.0
9,1740.7196,19.999,0.313,1.0541459543497114e+17,0.9695775653509533,4.0
