setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,1650.3511,21.094,0.33,1.0565283987377357e+17,1.0696049100335907,4.0
1,1645.5127,21.156,0.331,1.0545155860601242e+17,1.0053348322125042,4.0
2,1647.2469,21.133,0.33,1.0551271585264435e+17,1.0156671417986645,4.0
3,1650.5443,21.091,0.33,1.0570458831323136e+17,1.038105684606468,4.0
4,1646.2338,21.146,0.33,1.055873142523822e+17,1.0818802749409395,4.0
5,1651.8824,21.074,0.329,1.05746927945515e+17,1.0272573977708817,4.0
6,1649.9372,21.099,0.33,1.0557084883982746e+17,1.0484510375296368,4.0
7,1648.1061,21.122,0.33,1.0562394139459584e+17,1.0211507809512756,4.0
8,1647.3108,21.133,0.33,1.0552649303457792e+17,1.0141216753160252,4.0
9,1647.3538,21.132,0.33,1.0541459543497114e+17,1.0201857633450453,4.0
