setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,8230.1822,20.665,0.323,5.282638633400402e+17,0.8769279574773398,3.99699021820918
1,8221.4669,20.687,0.323,5.2826016702293606e+17,0.8719283442001745,3.99699021820918
2,8222.5282,20.684,0.323,5.282709199454208e+17,0.8770734386810337,3.99699021820918
3,8224.8258,20.678,0.323,5.2820405020871885e+17,0.8723725180130407,3.99699021820918
4,8219.2004,20.693,0.323,5.282070744681677e+17,0.8566934935838343,3.99699021820918
5,8222.6628,20.684,0.323,5.28177167902507e+17,0.8700146098811943,3.99699021820918
6,8226.8348,20.673,0.323,5.283760969684746e+17,0.8510799339736801,3.99699021820918
7,8228.9015,20.668,0.323,5.285888032163758e+17,0.8650206106613918,3.99699021820918
8,8234.6211,20.654,0.323,5.2818019216195584e+17,0.8616965672517397,3.99699021820918
9,8232.1781,20.66,0.323,5.281287797513257e+17,0.8476414315133209,3.99699021820918
