setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,1650.5981,21.287,0.332,1.0529261697053491e+17,1.0953697862416287,3.9927140255009106
1,1652.5369,21.262,0.332,1.0517433482320282e+17,1.041401265311415,3.9927140255009106
2,1656.7927,21.207,0.331,1.0509906436580966e+17,1.045581991655113,3.9927140255009106
3,1661.4601,21.148,0.33,1.0528724050929254e+17,1.0481140134978468,3.9927140255009106
4,1682.9847,20.877,0.326,1.0503992329214362e+17,1.1197254770863665,3.9927140255009106
5,1654.2617,21.24,0.331,1.0523347589686886e+17,1.0406105292104457,3.9927140255009106
6,1659.0133,21.179,0.33,1.0495389991226573e+17,1.081055864800502,3.9927140255009106
7,1707.7973,20.574,0.321,1.0516358190071808e+17,1.0489120866260389,3.9927140255009106
8,1665.4914,21.096,0.329,1.0503992329214362e+17,1.0524552616759808,3.9927140255009106
9,1706.1253,20.594,0.321,1.0509906436580966e+17,1.0515806031053083,3.9927140255009106
