setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,13880.6375,7.313,0.457,7.750916886539796e+17,0.6391372745304661,4.0
1,13894.4151,7.305,0.457,7.747368430424556e+17,0.6621161017562222,4.0
2,13897.4006,7.304,0.456,7.757167008106414e+17,0.6645789510966249,4.0
3,13885.0919,7.31,0.457,7.749962566902743e+17,0.6570105639111349,4.0
4,13918.5057,7.293,0.456,7.768901107305677e+17,0.6542292194438613,4.0
5,13961.4786,7.27,0.454,7.765970942786273e+17,0.6288903161676654,4.0
6,13945.2001,7.279,0.455,7.754451901533389e+17,0.6289030638949717,4.0
7,13979.9417,7.261,0.454,7.770876952188027e+17,0.6433112462712417,4.0
8,13946.0241,7.278,0.455,7.760460082910331e+17,0.6461475511817883,4.0
9,13944.0061,7.279,0.455,7.764169832485356e+17,0.6291682536785419,4.0
