setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,2560.4715,14.285,0.222,1.704150037687173e+17,1.143301141094154,3.9755030621172356
1,2565.7135,14.256,0.221,1.7115964365078528e+17,1.0794813313954312,3.9755030621172356
2,2566.2668,14.253,0.221,1.7108437319339213e+17,1.0865195175291786,3.9755030621172356
3,2545.8278,14.367,0.223,1.704499507667927e+17,1.0701403525513662,3.9755030621172356
4,2553.6069,14.323,0.222,1.7038812146250547e+17,1.1470257547539724,3.9755030621172356
5,2564.2646,14.264,0.222,1.708531853599703e+17,1.063593155901197,3.9755030621172356
6,2643.0252,13.839,0.215,1.706542562940027e+17,1.106712715726503,3.9755030621172356
7,2553.7905,14.322,0.222,1.709230793561211e+17,1.1029932322636458,3.9755030621172356
8,2551.0275,14.338,0.223,1.7084512066810675e+17,1.0729502540239146,3.9755030621172356
9,2562.5236,14.273,0.222,1.706542562940027e+17,1.0780131371927932,3.9755030621172356
10,2564.3585,14.263,0.221,1.710225438891049e+17,1.1208887973301846,3.9755030621172356
11,2555.5821,14.312,0.222,1.707886678250619e+17,1.1071633864456498,3.9755030621172356
12,2557.885,14.299,0.222,1.709553381235753e+17,1.0871931969279973,3.9755030621172356
13,2557.0513,14.304,0.222,1.705655446835036e+17,1.0460585540449117,3.9755030621172356
14,2563.4562,14.268,0.222,1.7108437319339213e+17,1.1058762954993986,3.9755030621172356
15,2560.2271,14.286,0.222,1.704848977648681e+17,1.0402296084753224,3.9755030621172356
16,2560.0133,14.287,0.222,1.707671619800924e+17,1.1049412018816236,3.9755030621172356
17,2548.3849,14.353,0.223,1.7027252754579456e+17,1.0839533302145945,3.9755030621172356
18,2564.7099,14.261,0.221,1.7066500921648742e+17,1.0708892546908957,3.9755030621172356
19,2552.272,14.331,0.223,1.7104673796469555e+17,1.1050562413645462,3.9755030621172356
20,2551.8879,14.333,0.223,1.7052790945480704e+17,1.101178033251158,3.9755030621172356
21,2545.7474,14.367,0.223,1.702994098520064e+17,1.0928946884585098,3.9755030621172356
22,2550.7156,14.34,0.223,1.7057898583660954e+17,1.1107253423878845,3.9755030621172356
23,2563.5363,14.268,0.222,1.7100103804413542e+17,1.155167494021671,3.9755030621172356
24,2557.5564,14.301,0.222,1.708370559762432e+17,1.087517712317722,3.9755030621172356
25,2563.3837,14.269,0.222,1.7089350881928806e+17,1.117657376846797,3.9755030621172356
26,2551.2626,14.336,0.223,1.7079135605568307e+17,1.087048907515029,3.9755030621172356
27,2559.0189,14.293,0.222,1.709875968910295e+17,1.0740833702221724,3.9755030621172356
28,2556.9719,14.304,0.222,1.705521035303977e+17,1.1205624182459335,3.9755030621172356
29,2568.4184,14.241,0.221,1.7121878472445133e+17,1.0865049412552739,3.9755030621172356
13,2568.0468,14.243,0.221,1.705655446835036e+17,1.0460585540449117,3.9755030621172356
