setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,986.4339,35.619,0.556,6.268416162476851e+16,1.3333295818662991,3.9927140255009106
1,984.0614,35.705,0.557,6.251211486501274e+16,1.272028548874124,3.9927140255009106
2,987.496,35.581,0.555,6.268953808601088e+16,1.2878480966943895,3.9927140255009106
3,983.1961,35.737,0.557,6.269491454725325e+16,1.2890742921481166,3.9927140255009106
4,986.2973,35.624,0.556,6.252824424873984e+16,1.294529168275151,3.9927140255009106
5,985.3921,35.657,0.556,6.262502055110246e+16,1.256864826174548,3.9927140255009106
6,982.0166,35.779,0.558,6.241533856265011e+16,1.2769427229888248,3.9927140255009106
7,983.4033,35.729,0.557,6.272717331470746e+16,1.2866582452815816,3.9927140255009106
8,980.87,35.821,0.559,6.240996210140774e+16,1.2849671475208588,3.9927140255009106
9,978.93,35.892,0.56,6.25174913262551e+16,1.2791945916892837,3.9927140255009106
10,977.8028,35.934,0.56,6.230243287656038e+16,1.357488955894526,3.9927140255009106
11,980.1473,35.848,0.559,6.256587947743642e+16,1.3005012038850436,3.9927140255009106
12,981.5088,35.798,0.558,6.2501361942528e+16,1.2871432704647092,3.9927140255009106
13,983.1454,35.738,0.557,6.256587947743642e+16,1.2529961279708974,3.9927140255009106
14,981.7778,35.788,0.558,6.263039701234483e+16,1.3281258405560123,3.9927140255009106
15,1070.4882,32.822,0.512,6.247447963631616e+16,1.2901601582548043,3.9927140255009106
16,980.7616,35.825,0.559,6.237770333395354e+16,1.3017944697916073,3.9927140255009106
17,981.4763,35.799,0.558,6.249598548128563e+16,1.3085301635909254,3.9927140255009106
18,981.1859,35.81,0.559,6.242609148513485e+16,1.2726211617462826,3.9927140255009106
19,979.1008,35.886,0.56,6.236157395022643e+16,1.290944080283172,3.9927140255009106
20,981.6549,35.793,0.558,6.250673840377037e+16,1.2774236045614646,3.9927140255009106
21,981.8687,35.785,0.558,6.253899717122458e+16,1.3217254259290487,3.9927140255009106
22,980.8719,35.821,0.559,6.246372671383142e+16,1.3041726342082893,3.9927140255009106
23,982.6487,35.756,0.558,6.240996210140774e+16,1.2914389032517037,3.9927140255009106
24,982.7244,35.754,0.558,6.26196440898601e+16,1.2942755222320557,3.9927140255009106
25,981.1319,35.812,0.559,6.261426762861773e+16,1.296553651781848,3.9927140255009106
26,982.5968,35.758,0.558,6.246372671383142e+16,1.2878563699931125,3.9927140255009106
27,980.1871,35.846,0.559,6.247985609755853e+16,1.2945325026546952,3.9927140255009106
28,981.2436,35.808,0.558,6.260889116737536e+16,1.3331811062610932,3.9927140255009106
29,982.9619,35.745,0.557,6.264114993482957e+16,1.2788558458759838,3.9927140255009106
