setting_index,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss,epoch
0,2115.0159,17.293,0.27,1.5424798481291674e+17,1.1947661013036341,4.0
1,2123.138,17.227,0.269,1.5500606584809062e+17,1.1603172100507295,4.0
2,2121.0712,17.244,0.27,1.5449799026068685e+17,1.1389178462795444,4.0
3,2116.7692,17.279,0.27,1.5373722099489178e+17,1.1339531749278515,4.0
4,2118.5027,17.265,0.27,1.54704984018518e+17,1.1830692020329563,4.0
5,2116.5156,17.281,0.27,1.5412432620434227e+17,1.1221475901303593,4.0
6,2118.5391,17.265,0.27,1.5476950155342643e+17,1.137919718777383,4.0
7,2119.3383,17.258,0.27,1.546404664836096e+17,1.1632470184272818,4.0
8,2120.1327,17.252,0.27,1.5479638385963827e+17,1.141629209051599,4.0
9,2299.1308,15.909,0.249,1.53901203062784e+17,1.148892646486109,4.0
10,2123.207,17.227,0.269,1.548931601620009e+17,1.205888908642989,4.0
11,2120.6079,17.248,0.27,1.547936956290171e+17,1.19049180095846,4.0
12,2119.6135,17.256,0.27,1.54339384654037e+17,1.1489534257175205,4.0
13,2115.0129,17.294,0.27,1.539872264426619e+17,1.1185867061148156,4.0
14,2121.203,17.243,0.27,1.5444422564826317e+17,1.160482726522259,4.0
15,2116.2389,17.283,0.27,1.5436895519087e+17,1.1154986271908234,4.0
16,2115.2464,17.292,0.27,1.5411626151247872e+17,1.1782412841603473,4.0
17,2118.2681,17.267,0.27,1.545571313343529e+17,1.1508844982494006,4.0
18,2120.5348,17.248,0.27,1.55113595072938e+17,1.1194583511019087,4.0
19,2113.9539,17.302,0.271,1.5444960210950554e+17,1.1688759731246041,4.0
20,2111.8371,17.32,0.271,1.5395496767520768e+17,1.1471671266155643,4.0
21,2115.9231,17.286,0.27,1.54237231890432e+17,1.1227428116998472,4.0
22,2122.3703,17.234,0.27,1.5451680787503514e+17,1.160812727638058,4.0
23,2119.8099,17.254,0.27,1.543904610358395e+17,1.1673594356833639,4.0
24,2118.827,17.262,0.27,1.544361609563996e+17,1.1618704691633477,4.0
25,2120.4149,17.249,0.27,1.5491735423759155e+17,1.1649514249154738,4.0
26,2118.8099,17.263,0.27,1.5454369018124698e+17,1.1388547716440853,4.0
27,2121.6975,17.239,0.27,1.54807136782123e+17,1.1273579830889935,4.0
28,2118.1368,17.268,0.27,1.5438239634397594e+17,1.1785489462472343,4.0
29,2120.7762,17.247,0.27,1.543904610358395e+17,1.147359106090519,4.0
